{'exam_id': 'PHA20241109056', 'evaluator_id': '056VPEC', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 20, 'total_percentage': 0.8, 'result': 'True', 'filename': 'PHA20241109056_anonym_audio', 'start': 128, 'end': 200832, 'ex1_response-predicted': {'2': 0.25804540514945984, '3': 0.7419545650482178}, 'ex1_lexical-predicted': {'0': 0.11164018511772156, '1': 0.20193231105804443, '2': 0.316329687833786, '3': 0.3700978457927704}, 'ex1_grammar-predicted': {'0': 0.15791159868240356, '1': 0.24924996495246887, '2': 0.4301924407482147, '3': 0.16264604032039642}, 'ex2_response-predicted': {'1': 0.13804325461387634, '2': 0.41252365708351135, '3': 0.4494330585002899}, 'ex2_questions-predicted': {'0': 0.09747515618801117, '1': 0.11954575031995773, '2': 0.27324238419532776, '3': 0.5097367167472839}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13571622967720032, '1': 0.1980573982000351, '2': 0.3896518647670746, '3': 0.2765745222568512}, 'ex12_phoninter-predicted': {'2': 0.1629011482000351, '3': 0.5663641691207886, '4': 0.27073463797569275}, 'result-predicted': {'False': 0.24798743426799774, 'True': 0.7520125508308411}, 'ex2_lexical-predicted+prob': {'0': 2.8179278448224068, '1': 5.2934523075819016, '2': 6.966113120317459, '3': 7.922506779432297}}
{'exam_id': 'PHA20241109081', 'evaluator_id': '272AHAL', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '1', 'ex2_response': '3', 'ex2_questions': '2', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '4', 'total_score': 19, 'total_percentage': 0.76, 'result': 'True', 'filename': 'PHA20241109081_anonym_audio', 'start': 128, 'end': 285008, 'ex1_response-predicted': {'2': 0.26473838090896606, '3': 0.7352616190910339}, 'ex1_lexical-predicted': {'0': 0.11183258146047592, '1': 0.18384137749671936, '2': 0.3711884915828705, '3': 0.3331376016139984}, 'ex1_grammar-predicted': {'0': 0.15439748764038086, '1': 0.2510213553905487, '2': 0.4149075746536255, '3': 0.17967358231544495}, 'ex2_response-predicted': {'1': 0.1172381117939949, '2': 0.4291534125804901, '3': 0.4536084234714508}, 'ex2_questions-predicted': {'0': 0.08345656841993332, '1': 0.11777886748313904, '2': 0.26168689131736755, '3': 0.5370777249336243}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14437441527843475, '1': 0.20532271265983582, '2': 0.3942750096321106, '3': 0.25602778792381287}, 'ex12_phoninter-predicted': {'2': 0.14393427968025208, '3': 0.5830556154251099, '4': 0.27301010489463806}, 'result-predicted': {'False': 0.20386599004268646, 'True': 0.7961340546607971}, 'ex2_lexical-predicted+prob': {'0': 1.8341449424624443, '1': 2.7348272651433945, '2': 4.346013784408569, '3': 6.08501398563385}}
{'exam_id': 'PHA20241109003', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109003_anonym_audio', 'start': 128, 'end': 314256, 'ex1_response-predicted': {'2': 0.2635993957519531, '3': 0.7364006042480469}, 'ex1_lexical-predicted': {'0': 0.11571226269006729, '1': 0.18168574571609497, '2': 0.3748941719532013, '3': 0.32770779728889465}, 'ex1_grammar-predicted': {'0': 0.1500091850757599, '1': 0.2590344548225403, '2': 0.4103638231754303, '3': 0.18059253692626953}, 'ex2_response-predicted': {'1': 0.11794465780258179, '2': 0.4077662229537964, '3': 0.47428908944129944}, 'ex2_questions-predicted': {'0': 0.08815231919288635, '1': 0.11844828724861145, '2': 0.25155210494995117, '3': 0.541847288608551}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14767593145370483, '1': 0.1928880661725998, '2': 0.3839785158634186, '3': 0.275457501411438}, 'ex12_phoninter-predicted': {'2': 0.14876976609230042, '3': 0.5744851231575012, '4': 0.27674514055252075}, 'result-predicted': {'False': 0.20378674566745758, 'True': 0.7962132096290588}, 'ex2_lexical-predicted+prob': {'0': 4.119852319359779, '1': 6.246026560664177, '2': 9.535838752985, '3': 13.098282217979431}}
{'exam_id': 'PHA20241109017', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '0', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 14, 'total_percentage': 0.56, 'result': 'False', 'filename': 'PHA20241109017_anonym_audio', 'start': 128, 'end': 185856, 'ex1_response-predicted': {'2': 0.28477486968040466, '3': 0.715225100517273}, 'ex1_lexical-predicted': {'0': 0.1147528812289238, '1': 0.20290283858776093, '2': 0.36113986372947693, '3': 0.32120445370674133}, 'ex1_grammar-predicted': {'0': 0.15021096169948578, '1': 0.26592326164245605, '2': 0.41101616621017456, '3': 0.17284956574440002}, 'ex2_response-predicted': {'1': 0.11960212886333466, '2': 0.4347182512283325, '3': 0.445679634809494}, 'ex2_questions-predicted': {'0': 0.08175759762525558, '1': 0.11218675971031189, '2': 0.27422910928726196, '3': 0.5318264961242676}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.1548244059085846, '1': 0.21100080013275146, '2': 0.3900846838951111, '3': 0.24409013986587524}, 'ex12_phoninter-predicted': {'2': 0.16567616164684296, '3': 0.5746076107025146, '4': 0.2597162127494812}, 'result-predicted': {'False': 0.22329238057136536, 'True': 0.776707649230957}, 'ex2_lexical-predicted+prob': {'0': 3.778710402548313, '1': 5.892950862646103, '2': 9.279991507530212, '3': 12.048347115516663}}
{'exam_id': 'PHA20241109034', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '4', 'total_score': 20, 'total_percentage': 0.8, 'result': 'True', 'filename': 'PHA20241109034_anonym_audio', 'start': 128, 'end': 318992, 'ex1_response-predicted': {'2': 0.25645938515663147, '3': 0.7435405850410461}, 'ex1_lexical-predicted': {'0': 0.11185204237699509, '1': 0.17665669322013855, '2': 0.37535426020622253, '3': 0.33613696694374084}, 'ex1_grammar-predicted': {'0': 0.14744216203689575, '1': 0.25713953375816345, '2': 0.4129064679145813, '3': 0.1825118064880371}, 'ex2_response-predicted': {'1': 0.12476303428411484, '2': 0.40254339575767517, '3': 0.47269362211227417}, 'ex2_questions-predicted': {'0': 0.08570477366447449, '1': 0.1253712773323059, '2': 0.2530406415462494, '3': 0.5358832478523254}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.1476210653781891, '1': 0.19530370831489563, '2': 0.383929580450058, '3': 0.2731456160545349}, 'ex12_phoninter-predicted': {'2': 0.14399667084217072, '3': 0.5948130488395691, '4': 0.261190265417099}, 'result-predicted': {'False': 0.19444429874420166, 'True': 0.8055557608604431}, 'ex2_lexical-predicted+prob': {'0': 2.530498281121254, '1': 3.6519792824983597, '2': 5.638784646987915, '3': 8.17873802781105}}
{'exam_id': 'PHA20241109080', 'evaluator_id': '272AHAL', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '4', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109080_anonym_audio', 'start': 128, 'end': 300400, 'ex1_response-predicted': {'2': 0.22627031803131104, '3': 0.773729681968689}, 'ex1_lexical-predicted': {'0': 0.1201605349779129, '1': 0.16343997418880463, '2': 0.33527520298957825, '3': 0.3811242878437042}, 'ex1_grammar-predicted': {'0': 0.15094535052776337, '1': 0.25032928586006165, '2': 0.4344351887702942, '3': 0.16429024934768677}, 'ex2_response-predicted': {'1': 0.1256455034017563, '2': 0.4048961102962494, '3': 0.4694584310054779}, 'ex2_questions-predicted': {'0': 0.09743981063365936, '1': 0.10675574839115143, '2': 0.2402549833059311, '3': 0.5555494427680969}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13573497533798218, '1': 0.1896030753850937, '2': 0.41993454098701477, '3': 0.25472745299339294}, 'ex12_phoninter-predicted': {'2': 0.1462349146604538, '3': 0.5377858281135559, '4': 0.3159792125225067}, 'result-predicted': {'False': 0.2197558432817459, 'True': 0.7802441716194153}, 'ex2_lexical-predicted+prob': {'0': 1.9129133373498917, '1': 2.955932527780533, '2': 5.0528304874897, '3': 6.078323692083359}}
{'exam_id': 'PHA20241109054', 'evaluator_id': '008JHYK', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 18, 'total_percentage': 0.72, 'result': 'True', 'filename': 'PHA20241109054_anonym_audio', 'start': 128, 'end': 303888, 'ex1_response-predicted': {'2': 0.2563662827014923, '3': 0.7436337471008301}, 'ex1_lexical-predicted': {'0': 0.12287003546953201, '1': 0.17527422308921814, '2': 0.3490001857280731, '3': 0.3528555631637573}, 'ex1_grammar-predicted': {'0': 0.16217945516109467, '1': 0.25105050206184387, '2': 0.4313737452030182, '3': 0.15539634227752686}, 'ex2_response-predicted': {'1': 0.1260865181684494, '2': 0.4770086407661438, '3': 0.3969048857688904}, 'ex2_questions-predicted': {'0': 0.09431607276201248, '1': 0.0970253050327301, '2': 0.24730956554412842, '3': 0.561349093914032}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14011839032173157, '1': 0.1915191411972046, '2': 0.4257344603538513, '3': 0.24262800812721252}, 'ex12_phoninter-predicted': {'2': 0.16284523904323578, '3': 0.5590275526046753, '4': 0.2781272232532501}, 'result-predicted': {'False': 0.21808594465255737, 'True': 0.7819139957427979}, 'ex2_lexical-predicted+prob': {'0': 3.4398192390799522, '1': 5.405380472540855, '2': 8.699372619390488, '3': 10.45542773604393}}
{'exam_id': 'PHA20241109038', 'evaluator_id': '008JHYK', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109038_anonym_audio', 'start': 3920, 'end': 275136, 'ex1_response-predicted': {'2': 0.24117647111415863, '3': 0.7588235139846802}, 'ex1_lexical-predicted': {'0': 0.11755230277776718, '1': 0.175008162856102, '2': 0.3396509289741516, '3': 0.3677886128425598}, 'ex1_grammar-predicted': {'0': 0.14903871715068817, '1': 0.25102898478507996, '2': 0.439763605594635, '3': 0.16016869246959686}, 'ex2_response-predicted': {'1': 0.11429107189178467, '2': 0.44242197275161743, '3': 0.4432868957519531}, 'ex2_questions-predicted': {'0': 0.08418810367584229, '1': 0.09661643952131271, '2': 0.22879113256931305, '3': 0.5904042720794678}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13875462114810944, '1': 0.18368543684482574, '2': 0.4330662190914154, '3': 0.24449369311332703}, 'ex12_phoninter-predicted': {'2': 0.1496909260749817, '3': 0.5685250163078308, '4': 0.2817840278148651}, 'result-predicted': {'False': 0.21386933326721191, 'True': 0.7861306667327881}, 'ex2_lexical-predicted+prob': {'0': 3.2270935624837875, '1': 5.094723463058472, '2': 7.914173424243927, '3': 9.764009326696396}}
{'exam_id': 'PHA20241109045', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109045_anonym_audio', 'start': 128, 'end': 312816, 'ex1_response-predicted': {'2': 0.29173699021339417, '3': 0.7082630395889282}, 'ex1_lexical-predicted': {'0': 0.1299562007188797, '1': 0.1770445704460144, '2': 0.36057689785957336, '3': 0.3324223756790161}, 'ex1_grammar-predicted': {'0': 0.18438711762428284, '1': 0.2466854602098465, '2': 0.40908071398735046, '3': 0.159846693277359}, 'ex2_response-predicted': {'1': 0.1460118442773819, '2': 0.41605058312416077, '3': 0.43793758749961853}, 'ex2_questions-predicted': {'0': 0.10581084340810776, '1': 0.13343128561973572, '2': 0.2522517144680023, '3': 0.5085061192512512}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.15111644566059113, '1': 0.22430554032325745, '2': 0.3729226291179657, '3': 0.25165536999702454}, 'ex12_phoninter-predicted': {'2': 0.19649650156497955, '3': 0.5337417721748352, '4': 0.26976174116134644}, 'result-predicted': {'False': 0.281060129404068, 'True': 0.7189398407936096}, 'ex2_lexical-predicted+prob': {'0': 2.291052982211113, '1': 3.7432928681373596, '2': 5.9170807003974915, '3': 7.048573315143585}}
{'exam_id': 'PHA20241109040', 'evaluator_id': '228IPAN', 'ex1_response': '2', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 16, 'total_percentage': 0.64, 'result': 'True', 'filename': 'PHA20241109040_anonym_audio', 'start': 128, 'end': 239344, 'ex1_response-predicted': {'2': 0.4542754292488098, '3': 0.5457245111465454}, 'ex1_lexical-predicted': {'0': 0.16535164415836334, '1': 0.3050205111503601, '2': 0.2770809233188629, '3': 0.2525469660758972}, 'ex1_grammar-predicted': {'0': 0.23533174395561218, '1': 0.2754751443862915, '2': 0.28944531083106995, '3': 0.19974783062934875}, 'ex2_response-predicted': {'1': 0.20785890519618988, '2': 0.4655669629573822, '3': 0.3265741467475891}, 'ex2_questions-predicted': {'0': 0.1534334272146225, '1': 0.16642846167087555, '2': 0.3612130582332611, '3': 0.31892508268356323}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.2540838122367859, '1': 0.22044554352760315, '2': 0.3095526397228241, '3': 0.21591798961162567}, 'ex12_phoninter-predicted': {'2': 0.2978192865848541, '3': 0.47172051668167114, '4': 0.23046019673347473}, 'result-predicted': {'False': 0.4707517921924591, 'True': 0.5292481780052185}, 'ex2_lexical-predicted+prob': {'0': 5.223053470253944, '1': 8.346607446670532, '2': 9.906551152467728, '3': 11.523788005113602}}
{'exam_id': 'PHA20241109010', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 17, 'total_percentage': 0.68, 'result': 'True', 'filename': 'PHA20241109010_anonym_audio', 'start': 128, 'end': 241216, 'ex1_response-predicted': {'2': 0.5300920605659485, '3': 0.4699079096317291}, 'ex1_lexical-predicted': {'0': 0.17955182492733002, '1': 0.32118165493011475, '2': 0.2678009867668152, '3': 0.23146556317806244}, 'ex1_grammar-predicted': {'0': 0.26226040720939636, '1': 0.26993387937545776, '2': 0.26900872588157654, '3': 0.19879698753356934}, 'ex2_response-predicted': {'1': 0.2351636439561844, '2': 0.4558422565460205, '3': 0.3089941442012787}, 'ex2_questions-predicted': {'0': 0.16539570689201355, '1': 0.18453478813171387, '2': 0.3397844731807709, '3': 0.3102850019931793}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.2745179533958435, '1': 0.2309134602546692, '2': 0.276557058095932, '3': 0.2180115282535553}, 'ex12_phoninter-predicted': {'2': 0.3279265761375427, '3': 0.41464555263519287, '4': 0.2574278712272644}, 'result-predicted': {'False': 0.5276511907577515, 'True': 0.47234877943992615}, 'ex2_lexical-predicted+prob': {'0': 6.780908241868019, '1': 10.65771335363388, '2': 8.89624135196209, '3': 10.665136978030205}}
{'exam_id': 'PHA20241109055', 'evaluator_id': '056VPEC', 'ex1_response': '2', 'ex1_lexical': '2', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '1', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '3', 'total_score': 13, 'total_percentage': 0.52, 'result': 'False', 'filename': 'PHA20241109055_anonym_audio', 'start': 128, 'end': 284128, 'ex1_response-predicted': {'2': 0.42781874537467957, '3': 0.572181224822998}, 'ex1_lexical-predicted': {'0': 0.16375744342803955, '1': 0.27343985438346863, '2': 0.3122780919075012, '3': 0.250524640083313}, 'ex1_grammar-predicted': {'0': 0.22673355042934418, '1': 0.2769363522529602, '2': 0.30471253395080566, '3': 0.19161757826805115}, 'ex2_response-predicted': {'1': 0.19271115958690643, '2': 0.45279550552368164, '3': 0.3544933795928955}, 'ex2_questions-predicted': {'0': 0.13097693026065826, '1': 0.1503492146730423, '2': 0.3214912712574005, '3': 0.3971826136112213}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.2332344800233841, '1': 0.20843297243118286, '2': 0.3090231716632843, '3': 0.24930937588214874}, 'ex12_phoninter-predicted': {'2': 0.24242787063121796, '3': 0.4846035838127136, '4': 0.2729685604572296}, 'result-predicted': {'False': 0.41294437646865845, 'True': 0.5870556235313416}, 'ex2_lexical-predicted+prob': {'0': 5.047519192099571, '1': 7.732984110713005, '2': 7.55105759203434, '3': 10.6684390604496}}
{'exam_id': 'PHA20241109060', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '0', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '3', 'total_score': 16, 'total_percentage': 0.64, 'result': 'True', 'filename': 'PHA20241109060_anonym_audio', 'start': 128, 'end': 257983, 'ex1_response-predicted': {'2': 0.4253217279911041, '3': 0.5746782422065735}, 'ex1_lexical-predicted': {'0': 0.1564600020647049, '1': 0.2793290317058563, '2': 0.30581074953079224, '3': 0.25840017199516296}, 'ex1_grammar-predicted': {'0': 0.22140748798847198, '1': 0.26477381587028503, '2': 0.315568208694458, '3': 0.1982504427433014}, 'ex2_response-predicted': {'1': 0.17780715227127075, '2': 0.4776989817619324, '3': 0.34449395537376404}, 'ex2_questions-predicted': {'0': 0.13607588410377502, '1': 0.15785080194473267, '2': 0.33400699496269226, '3': 0.37206631898880005}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.24271947145462036, '1': 0.21810416877269745, '2': 0.32411259412765503, '3': 0.21506376564502716}, 'ex12_phoninter-predicted': {'2': 0.27381253242492676, '3': 0.4880044460296631, '4': 0.23818300664424896}, 'result-predicted': {'False': 0.4699345529079437, 'True': 0.5300654768943787}, 'ex2_lexical-predicted+prob': {'0': 6.460940770804882, '1': 10.466596275568008, '2': 10.483450591564178, '3': 13.589012682437897}}
{'exam_id': 'PHA20241109063', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '0', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 13, 'total_percentage': 0.52, 'result': 'False', 'filename': 'PHA20241109063_anonym_audio', 'start': 128, 'end': 287920, 'ex1_response-predicted': {'2': 0.2626999616622925, '3': 0.7373000979423523}, 'ex1_lexical-predicted': {'0': 0.12635083496570587, '1': 0.19975073635578156, '2': 0.34784525632858276, '3': 0.3260531723499298}, 'ex1_grammar-predicted': {'0': 0.13839630782604218, '1': 0.25917452573776245, '2': 0.4235932230949402, '3': 0.17883595824241638}, 'ex2_response-predicted': {'1': 0.12343697994947433, '2': 0.4343225359916687, '3': 0.44224050641059875}, 'ex2_questions-predicted': {'0': 0.08786381036043167, '1': 0.12074236571788788, '2': 0.2815580666065216, '3': 0.5098358392715454}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14675691723823547, '1': 0.1857447326183319, '2': 0.4231029450893402, '3': 0.2443954050540924}, 'ex12_phoninter-predicted': {'2': 0.15815311670303345, '3': 0.575401246547699, '4': 0.2664456069469452}, 'result-predicted': {'False': 0.2351084053516388, 'True': 0.7648916244506836}, 'ex2_lexical-predicted+prob': {'0': 3.4181265234947205, '1': 6.344894930720329, '2': 9.248826175928116, '3': 10.98815244436264}}
{'exam_id': 'PHA20241109051', 'evaluator_id': '008JHYK', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '0', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '3', 'total_score': 16, 'total_percentage': 0.64, 'result': 'True', 'filename': 'PHA20241109051_anonym_audio', 'start': 5989344, 'end': 6297168, 'ex1_response-predicted': {'2': 0.26246359944343567, '3': 0.7375364303588867}, 'ex1_lexical-predicted': {'0': 0.13088931143283844, '1': 0.1983800083398819, '2': 0.3873438835144043, '3': 0.28338682651519775}, 'ex1_grammar-predicted': {'0': 0.1690378040075302, '1': 0.24484767019748688, '2': 0.4377020597457886, '3': 0.14841248095035553}, 'ex2_response-predicted': {'1': 0.13617266714572906, '2': 0.4688354432582855, '3': 0.39499184489250183}, 'ex2_questions-predicted': {'0': 0.09572356194257736, '1': 0.10154951363801956, '2': 0.2598862051963806, '3': 0.5428407788276672}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.15845783054828644, '1': 0.18314237892627716, '2': 0.3730415105819702, '3': 0.2853582501411438}, 'ex12_phoninter-predicted': {'2': 0.18629425764083862, '3': 0.565758466720581, '4': 0.24794726073741913}, 'result-predicted': {'False': 0.27125170826911926, 'True': 0.7287483215332031}, 'ex2_lexical-predicted+prob': {'0': 0.6452687829732895, '1': 1.061717912554741, '2': 1.6220331192016602, '3': 1.6709802746772766}}
{'exam_id': 'PHA20241109008', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 20, 'total_percentage': 0.8, 'result': 'True', 'filename': 'PHA20241109008_anonym_audio', 'start': 128, 'end': 222432, 'ex1_response-predicted': {'2': 0.25949710607528687, '3': 0.7405028939247131}, 'ex1_lexical-predicted': {'0': 0.11387123167514801, '1': 0.18714702129364014, '2': 0.3730049729347229, '3': 0.32597678899765015}, 'ex1_grammar-predicted': {'0': 0.15340982377529144, '1': 0.2613573670387268, '2': 0.4191545844078064, '3': 0.16607816517353058}, 'ex2_response-predicted': {'1': 0.11871477216482162, '2': 0.44715064764022827, '3': 0.4341345429420471}, 'ex2_questions-predicted': {'0': 0.08496397733688354, '1': 0.10420174151659012, '2': 0.23837463557720184, '3': 0.5724596381187439}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.12592674791812897, '1': 0.2072889357805252, '2': 0.39669251441955566, '3': 0.27009183168411255}, 'ex12_phoninter-predicted': {'2': 0.15238772332668304, '3': 0.5582281947135925, '4': 0.2893840968608856}, 'result-predicted': {'False': 0.22901752591133118, 'True': 0.7709825038909912}, 'ex2_lexical-predicted+prob': {'0': 4.0758466720581055, '1': 5.979983165860176, '2': 11.344975024461746, '3': 12.59919485449791}}
{'exam_id': 'PHA20241109062', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '1', 'ex2_grammar': '0', 'ex12_phoninter': '2', 'total_score': 12, 'total_percentage': 0.48, 'result': 'False', 'filename': 'PHA20241109062_anonym_audio', 'start': 2288, 'end': 312800, 'ex1_response-predicted': {'2': 0.2677909731864929, '3': 0.7322090864181519}, 'ex1_lexical-predicted': {'0': 0.11193631589412689, '1': 0.19640639424324036, '2': 0.3797867000102997, '3': 0.31187060475349426}, 'ex1_grammar-predicted': {'0': 0.15347051620483398, '1': 0.2535402774810791, '2': 0.4316815733909607, '3': 0.16130763292312622}, 'ex2_response-predicted': {'1': 0.12405341118574142, '2': 0.428885817527771, '3': 0.44706082344055176}, 'ex2_questions-predicted': {'0': 0.08469566702842712, '1': 0.1063878983259201, '2': 0.25229960680007935, '3': 0.5566167831420898}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.12730421125888824, '1': 0.20593008399009705, '2': 0.4101411998271942, '3': 0.2566245496273041}, 'ex12_phoninter-predicted': {'2': 0.15792305767536163, '3': 0.5560715794563293, '4': 0.2860053479671478}, 'result-predicted': {'False': 0.2312668263912201, 'True': 0.7687332034111023}, 'ex2_lexical-predicted+prob': {'0': 3.5349471420049667, '1': 5.233331590890884, '2': 9.566550225019455, '3': 10.665170669555664}}
{'exam_id': 'PHA20241109075', 'evaluator_id': '272AHAL', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '4', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109075_anonym_audio', 'start': 2288, 'end': 306720, 'ex1_response-predicted': {'2': 0.2661665081977844, '3': 0.7338334918022156}, 'ex1_lexical-predicted': {'0': 0.11306307464838028, '1': 0.18879109621047974, '2': 0.364615797996521, '3': 0.3335300087928772}, 'ex1_grammar-predicted': {'0': 0.15663452446460724, '1': 0.2633401155471802, '2': 0.4115702211856842, '3': 0.1684550791978836}, 'ex2_response-predicted': {'1': 0.11573507636785507, '2': 0.41303011775016785, '3': 0.4712347984313965}, 'ex2_questions-predicted': {'0': 0.08712536841630936, '1': 0.10758545994758606, '2': 0.23410071432590485, '3': 0.5711884498596191}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.12285169959068298, '1': 0.19226102530956268, '2': 0.4113622009754181, '3': 0.2735249996185303}, 'ex12_phoninter-predicted': {'2': 0.15285387635231018, '3': 0.5596625804901123, '4': 0.2874835729598999}, 'result-predicted': {'False': 0.236957386136055, 'True': 0.7630425691604614}, 'ex2_lexical-predicted+prob': {'0': 1.6560021415352821, '1': 2.5409331917762756, '2': 4.558381915092468, '3': 5.244682788848877}}
